id,mes,central,agente,descripcion,tecnologia_descripcion,tecnologia,factor_disp_tec_porcentaje,fecha_proceso,lote_id_log,indice_tiempo
122871,6,TARD,CTTARTSG,CT TARTAGAL - SOENERGY,Motor Diesel,DI,1.0,2020-05-05 11:07:57.624983,67,2017-06-01
122872,6,TELL,EDELARFG,EDELAR GENERACION,Motor Diesel,DI,0.4946969696969697,2020-05-05 11:07:57.624983,67,2017-06-01
122873,6,TERV,CTTERESG,CT TEREVINTOS - SECCO,Motor Diesel,DI,0.997875,2020-05-05 11:07:57.624983,67,2017-06-01
122874,6,TIMB,TSMARTIG,TERMOELE. JOSE SAN MARTIN S.A,Ciclos Combinados,CC,0.9093305369527398,2020-05-05 11:07:57.624983,67,2017-06-01
122875,6,TINO,CTTINOSG,CT TINOGASTA - SULLAIR,Motor Diesel,DI,0.9953333333333332,2020-05-05 11:07:57.624983,67,2017-06-01
122876,6,TUCU,YPFENERG,YPF ENERGÍA ELECTR.ex PLUSPETG,Ciclos Combinados,CC,0.9436522667161618,2020-05-05 11:07:57.624983,67,2017-06-01
122877,6,VANG,CTVANGAG,CT VILLA ANGELA - AGGREKO,Motor Diesel,DI,1.0,2020-05-05 11:07:57.624983,67,2017-06-01
122878,6,VGAD,CTGVILAG,CT GRAL. VILLEGAS - AGGREKO,Motor Diesel,DI,1.0,2020-05-05 11:07:57.624983,67,2017-06-01
122879,6,VGES,CATLANTG,C.COSTA ATLANTICA,Turbina a gas,TG,0.6219593840660566,2020-05-05 11:07:57.624983,67,2017-06-01
122880,6,VGES,CTGESELG,CT VILLA GESELL-CATLANT.,Turbina a gas,TG,0.9776875,2020-05-05 11:07:57.624983,67,2017-06-01
122881,6,VIAL,CTVIALAG,CT VIALE - AGGREKO,Motor Diesel,DI,0.9999,2020-05-05 11:07:57.624983,67,2017-06-01
122882,6,VMAR,EPECORDG,EPEC GENERACION,Turbina a gas,TG,0.8116750208855472,2020-05-05 11:07:57.624983,67,2017-06-01
122883,6,VOBL,CTVOBLIG,CT VUELTA DE OBLIGADO,Turbina a gas,TG,0.9002765059700152,2020-05-05 11:07:57.624983,67,2017-06-01
122884,6,VTUD,CTVTUESG,CT VENADO TUERTO - SECCO,Motor Diesel,DI,0.99953125,2020-05-05 11:07:57.624983,67,2017-06-01
122885,6,SCHA,CTSMARTG,CT SAN MARTIN Chaco,Motor Diesel,DI,1.0,2020-05-05 11:07:57.624983,67,2017-06-01
122886,6,RTUR,CTRIOTUG,CT RIO TURBIO -Yac.Carbonifero,Turbovapor,TV,0.0,2020-05-05 11:07:57.624983,67,2017-06-01
122887,6,POSA,EMISSANG,EMSA GENERACION,Turbina a gas,TG,0.0,2020-05-05 11:07:57.624983,67,2017-06-01
122888,6,ZAPA,CTZAPPAG,CT ZAPPALORTO - APR ENERGY,Turbina a gas,TG,1.0,2020-05-05 11:07:57.624983,67,2017-06-01
122889,6,SCTP,EDEABA1G,EDEA GENERACION,Motor Diesel,DI,0.0,2020-05-05 11:07:57.624983,67,2017-06-01
122890,6,RUFI,CTRUFING,CT RUFINO Sta Fe - ENARSA,Motor Diesel,DI,1.0,2020-05-05 11:07:57.624983,67,2017-06-01
122891,6,LPAZ,CTLAPAZG,CT LA PAZ Entre Rios - ENARSA,Motor Diesel,DI,1.0,2020-05-05 11:07:57.624983,67,2017-06-01
122892,6,BERI,EMISSANG,EMSA GENERACION,Motor Diesel,DI,0.9574162679425836,2020-05-05 11:07:57.624983,67,2017-06-01
122893,6,SVIC,CTSANVIG,CT SAN VICENTE BsAs - ENARSA,Motor Diesel,DI,1.0,2020-05-05 11:07:57.624983,67,2017-06-01
122894,6,HUMA,EJUESAYG,EMP.JUJENIA DE ENER.GENERACION,Motor Diesel,DI,0.0,2020-05-05 11:07:57.624983,67,2017-06-01
122895,6,LRIP,EDELARFG,EDELAR GENERACION,Motor Diesel,DI,0.0,2020-05-05 11:07:57.624983,67,2017-06-01
122896,6,SLTA,CTSALTAG,CT SALTA - ENARSA,Motor Diesel,DI,0.0,2020-05-05 11:07:57.624983,67,2017-06-01
122897,6,SMAR,EDECATKG,EDECAT GENERACION,Motor Diesel,DI,0.0,2020-05-05 11:07:57.624983,67,2017-06-01
122898,6,BARD,CTBQUERG,CT BARRANQUERAS Chaco,Motor Diesel,DI,1.0,2020-05-05 11:07:57.624983,67,2017-06-01
122899,6,SMAN,CTSMNO3G,C.T.SAN MARTIN NORTE 3- ENARSA,Biogas,BIOG,0.1437254901960784,2020-05-05 11:07:57.624983,67,2017-06-01
122900,6,PROC,CTPROCAG,CT PRESIDENCIA ROCA,Motor Diesel,DI,1.0,2020-05-05 11:07:57.624983,67,2017-06-01
122901,6,SMIG,CTSAMING,CT SAN MIGUEL NORTE III-ENARSA,Biogas,BIOG,0.440695652173913,2020-05-05 11:07:57.624983,67,2017-06-01
122902,6,SSAL,CTSSALVG,CT SAN SALVADOR E.Rios -ENARSA,Motor Diesel,DI,0.9535185185185184,2020-05-05 11:07:57.624983,67,2017-06-01
122903,6,SERT,CTRTERCG,CT RIO TERCERO II - SoENERGY,Turbina a gas,TG,0.9881166666666666,2020-05-05 11:07:57.624983,67,2017-06-01
122904,6,VGEP,CEVIGE3G,COOP. VILLA GESELL GENERACIÓN,Motor Diesel,DI,0.0,2020-05-05 11:07:57.624983,67,2017-06-01
122905,6,ROCA,CTROCARG,CT ROCA SA,Turbina a gas,TG,0.9734930448222564,2020-05-05 11:07:57.624983,67,2017-06-01
122906,6,SANA,EMISSANG,EMSA GENERACION,Motor Diesel,DI,1.0,2020-05-05 11:07:57.624983,67,2017-06-01
122907,6,BAND,CTBANDEG,CT BANDERA SgoEstero - ENARSA,Motor Diesel,DI,0.9999032258064516,2020-05-05 11:07:57.624983,67,2017-06-01
122908,6,BRA2,CTBRAG2G,CT BRAGADO 2 - GENNEIA,Turbina a gas,TG,1.0,2020-05-05 11:07:57.624983,67,2017-06-01
122909,6,ATU2,NUCLEOEG,NUCLEOELECTRICA ARG. SA,Nuclear,NUC,0.0,2020-05-05 11:07:57.624983,67,2017-06-01
122910,6,CHIL,EDELARFG,EDELAR GENERACION,Motor Diesel,DI,0.0,2020-05-05 11:07:57.624983,67,2017-06-01
122911,6,ATUC,NUCLEOEG,NUCLEOELECTRICA ARG. SA,Nuclear,NUC,0.9865172505073678,2020-05-05 11:07:57.624983,67,2017-06-01
122912,6,EMBA,NUCLEOEG,NUCLEOELECTRICA ARG. SA,Nuclear,NUC,0.0,2020-05-05 11:07:57.624983,67,2017-06-01
122913,6,MDP2,CT9JULIG,CT 9 de JULIO C Cost ATLANTICA,Turbina a gas,TG,0.7319803921568628,2020-05-05 11:07:57.624983,67,2017-06-01
122914,6,BRA3,CTBRAG3G,CT BRAGADO 3 - GENNEIA,Turbina a gas,TG,0.0,2020-05-05 11:07:57.624983,67,2017-06-01
122915,6,CAIM,CTCAIMAG,CT CAIMANCITO -SULLAIR,Motor Diesel,DI,0.0,2020-05-05 11:07:57.624983,67,2017-06-01
122916,6,ROJO,CTGROJOG,CT GENERAL ROJO,Turbina a gas,TG,0.0,2020-05-05 11:07:57.624983,67,2017-06-01
122917,6,SAL2,CTSALT2G,CT SALTO 2 - SoENERGY,Turbina a gas,TG,0.0,2020-05-05 11:07:57.624983,67,2017-06-01
122918,6,DFUM,EPECORDG,EPEC GENERACION,Motor Diesel,DI,0.0381410256410256,2020-05-05 11:07:57.624983,67,2017-06-01
122919,7,ABRO,CTBROWNG,C.T. ALMIRANTE BROWN,Motor Diesel,DI,0.99772,2020-05-05 11:07:57.624983,67,2017-07-01
122920,7,ACAJ,CAPEXSAG,C.T. AGUA DEL CAJON,Ciclos Combinados,CC,0.7438614457831325,2020-05-05 11:07:57.624983,67,2017-07-01
122921,7,AESP,CTAESPAG,C.T. AES PARANA,Ciclos Combinados,CC,0.9482295857988166,2020-05-05 11:07:57.624983,67,2017-07-01
122922,7,ALEM,CTALEMAG,CT ALEM - AGGREKO,Motor Diesel,DI,0.9985333333333332,2020-05-05 11:07:57.624983,67,2017-07-01
122923,7,ALUM,CTALUMSG,CT ALUMINÉ - SECCO,Motor Diesel,DI,1.0,2020-05-05 11:07:57.624983,67,2017-07-01
122924,7,ANAT,CTANA2SG,CT AÑATUYA II - SULLAIR,Motor Diesel,DI,0.8693043478260869,2020-05-05 11:07:57.624983,67,2017-07-01
122925,7,ANAT,CTANATSG,CT AÑATUYA - SULLAIR,Motor Diesel,DI,0.9997395833333332,2020-05-05 11:07:57.624983,67,2017-07-01
122926,7,ARGE,SIDERCAC,SIDERCA SA(EX ARGENER-GEN.PAR),Turbina a gas,TG,1.0,2020-05-05 11:07:57.624983,67,2017-07-01
122927,7,ARIS,CTARIVSG,CT ARISTOBU.DEL VALLE-SOENERGY,Motor Diesel,DI,0.9976,2020-05-05 11:07:57.624983,67,2017-07-01
122928,7,ARMA,CTLARM2G,CT LAS ARMAS II - EMGASUD,Turbina a gas,TG,1.0,2020-05-05 11:07:57.624983,67,2017-07-01
122929,7,ARMA,CTLARMAG,CT LAS ARMAS - EMGASUD,Turbina a gas,TG,0.9646153846153844,2020-05-05 11:07:57.624983,67,2017-07-01
122930,7,ARRE,CTARREAG,CT ARRECIFES-AGGREKO,Motor Diesel,DI,0.7463,2020-05-05 11:07:57.624983,67,2017-07-01
122931,7,AVAL,CTALVALG,C.TERMICA ALTO VALLE,Ciclos Combinados,CC,0.9294375,2020-05-05 11:07:57.624983,67,2017-07-01
122932,7,AVAL,CTALVALG,C.TERMICA ALTO VALLE,Turbina a gas,TG,0.9925,2020-05-05 11:07:57.624983,67,2017-07-01
122933,7,BARI,CTBARISG,CT BARILOCHE,Motor Diesel,DI,1.0,2020-05-05 11:07:57.624983,67,2017-07-01
122934,7,BBLA,CPBUENAG,CENTRAL PIEDRABUENA S.A.,Turbovapor,TV,0.8523951612903226,2020-05-05 11:07:57.624983,67,2017-07-01
122935,7,BLOP,CTBRILOG,CT BRIGADIER LOPEZ,Turbina a gas,TG,0.99315,2020-05-05 11:07:57.624983,67,2017-07-01
122936,7,BRAG,CTBRAGAG,CT BRAGADO - EMGASUD,Turbina a gas,TG,0.9946385542168676,2020-05-05 11:07:57.624983,67,2017-07-01
122937,7,BROW,TGBROWNG,TERMOELECTRICA GUILLERMO BROWN,Turbina a gas,TG,0.7846979059388947,2020-05-05 11:07:57.624983,67,2017-07-01
122938,7,BSAS,CCOSTANG,ENDESA COSTANERA SA,Ciclos Combinados,CC,0.7867133084577114,2020-05-05 11:07:57.624983,67,2017-07-01
122939,7,BVIL,CTBELLSG,CT BELL VILLE - SULLAIR,Motor Diesel,DI,1.0,2020-05-05 11:07:57.624983,67,2017-07-01
122940,7,CARL,EPECORDG,EPEC GENERACION,Motor Diesel,DI,0.8912655971479501,2020-05-05 11:07:57.624983,67,2017-07-01
122941,7,CAST,CTCASTAG,CT CASTELLI - AGGREKO,Motor Diesel,DI,0.9536,2020-05-05 11:07:57.624983,67,2017-07-01
122942,7,CATA,EDECATKG,EDECAT GENERACION,Motor Diesel,DI,0.8542141230068337,2020-05-05 11:07:57.624983,67,2017-07-01
122943,7,CATD,CTCATASG,CT CATAMARCA - SECCO,Motor Diesel,DI,0.91765625,2020-05-05 11:07:57.624983,67,2017-07-01
122944,7,CAVI,CTCAVISG,CT CAVIAHUE - SECCO,Motor Diesel,DI,1.0,2020-05-05 11:07:57.624983,67,2017-07-01
122945,7,CDPI,CTMENZAG,C. TERMICAS MENDOZA SA,Turbina a gas,TG,0.0,2020-05-05 11:07:57.624983,67,2017-07-01
122946,7,CERE,CTCERSSG,CT CERES - SECCO,Motor Diesel,DI,0.998,2020-05-05 11:07:57.624983,67,2017-07-01
122947,7,CERI,ECOENERG,PAMPA ENERGIA SA,Turbovapor,TV,1.0,2020-05-05 11:07:57.624983,67,2017-07-01
122948,7,CHAR,CTCHARSG,CT CHARATA - SULLAIR,Motor Diesel,DI,0.9997422680412372,2020-05-05 11:07:57.624983,67,2017-07-01
122949,7,CHEP,EDELARFG,EDELAR GENERACION,Motor Diesel,DI,1.0,2020-05-05 11:07:57.624983,67,2017-07-01
122950,7,CHLE,CTCHILSG,CT CHILECITO - SECCO,Motor Diesel,DI,1.0,2020-05-05 11:07:57.624983,67,2017-07-01
122951,7,CIPO,CTCIPOAG,CT CIPOLLETI - AGGREKO,Motor Diesel,DI,1.0,2020-05-05 11:07:57.624983,67,2017-07-01
122952,7,COLB,CTCOLBUG,CT COLON BS.AS - SULLAIR,Motor Diesel,DI,1.0,2020-05-05 11:07:57.624983,67,2017-07-01
122953,7,CORR,CTCORRAG,CT CORRIENTES - AGGREKO,Motor Diesel,DI,1.0,2020-05-05 11:07:57.624983,67,2017-07-01
122954,7,COSM,COSTANDG,MOTOGENERADORES COSTANERA,Motor Diesel,DI,0.8378932584269663,2020-05-05 11:07:57.624983,67,2017-07-01
122955,7,COST,CCOSTANG,ENDESA COSTANERA SA,Ciclos Combinados,CC,0.887316098707403,2020-05-05 11:07:57.624983,67,2017-07-01
122956,7,COST,CCOSTANG,ENDESA COSTANERA SA,Turbovapor,TV,0.7666923076923076,2020-05-05 11:07:57.624983,67,2017-07-01
122957,7,CRIV,CTPATAGG,C.T. PATAGONICAS SA,Turbina a gas,TG,0.0,2020-05-05 11:07:57.624983,67,2017-07-01
122958,7,CSAR,CTCSARSG,CT CAPITAN SARMIENTO - SECCO,Motor Diesel,DI,0.9588,2020-05-05 11:07:57.624983,67,2017-07-01
122959,7,CURU,CTCURU2G,CT CONC.DEL URUGUAY II-EMGASUD,Turbina a gas,TG,0.9705965909090908,2020-05-05 11:07:57.624983,67,2017-07-01
122960,7,CURU,CTCURUGG,CT CONC.DEL URUGUAY - EMGASUD,Turbina a gas,TG,0.9916787614900822,2020-05-05 11:07:57.624983,67,2017-07-01
122961,7,DFUN,EPECORDG,EPEC GENERACION,Turbina a gas,TG,0.404375,2020-05-05 11:07:57.624983,67,2017-07-01
122962,7,DIQU,CTDIQUEG,CENTRAL DIQUE S.A.,Turbina a gas,TG,0.4885454545454545,2020-05-05 11:07:57.624983,67,2017-07-01
122963,7,DSUD,CTDOCKSG,CENTRAL DOCK SUD,Ciclos Combinados,CC,0.9525479623824452,2020-05-05 11:07:57.624983,67,2017-07-01
122964,7,DSUD,CTDOCKSG,CENTRAL DOCK SUD,Turbina a gas,TG,0.995,2020-05-05 11:07:57.624983,67,2017-07-01
122965,7,EBAR,CTBARRAG,CT BARRAGAN - ENARSA,Turbina a gas,TG,0.9676400285408492,2020-05-05 11:07:57.624983,67,2017-07-01
122966,7,ELEP,ELEPCRUG,ELECTROPATAGONIA-C.RIV-C.COMB.,Ciclos Combinados,CC,0.0,2020-05-05 11:07:57.624983,67,2017-07-01
122967,7,ENSE,LAPLATAC,LA PLATA COGENERACION SA,Turbina a gas,TG,0.9116171875,2020-05-05 11:07:57.624983,67,2017-07-01
122968,7,ESQD,CTESQUSG,CT ESQUINA - SOENERGY,Motor Diesel,DI,0.9993939393939392,2020-05-05 11:07:57.624983,67,2017-07-01
122969,7,FILO,FILOMORG,C.T. FILO MORADO,Turbina a gas,TG,0.0,2020-05-05 11:07:57.624983,67,2017-07-01
122970,7,FORD,CTFORMAG,CT FORMOSA - APR ENERGY,Motor Diesel,DI,0.9533333333333334,2020-05-05 11:07:57.624983,67,2017-07-01
122971,7,FRIA,CTFRIASG,GENERACION FRIAS S.A.,Turbina a gas,TG,0.7680684931506849,2020-05-05 11:07:57.624983,67,2017-07-01
122972,7,GBEL,TMBELGRG,TERMOELECTRICA M.BELGRANO S.A.,Ciclos Combinados,CC,0.8739404352806415,2020-05-05 11:07:57.624983,67,2017-07-01
122973,7,GEBA,GENELBAG,GENELBA - PETROBRAS,Ciclos Combinados,CC,0.9975875370919882,2020-05-05 11:07:57.624983,67,2017-07-01
122974,7,GEBA,GENELPLG,PAMPA ENERGIA SA,Turbina a gas,TG,1.0,2020-05-05 11:07:57.624983,67,2017-07-01
122975,7,GOYD,CTGOYASG,CT GOYA - SECCO,Motor Diesel,DI,0.9973846153846152,2020-05-05 11:07:57.624983,67,2017-07-01
122976,7,GUEM,CTGUEMEG,C.TERMICA GUEMES S.A.,Turbovapor,TV,0.9222260536398468,2020-05-05 11:07:57.624983,67,2017-07-01
122977,7,GUEM,CTGUEPLG,PAMPA ENERGIA SA,Turbina a gas,TG,0.9233980582524272,2020-05-05 11:07:57.624983,67,2017-07-01
122978,7,INDE,GINDEPEG,GENERACION INDEPENDENCIA S.A.,Turbina a gas,TG,0.9351916666666666,2020-05-05 11:07:57.624983,67,2017-07-01
122979,7,INTA,CTINTASG,CT INTA CATAMARCA - SECCO,Motor Diesel,DI,0.9968571428571428,2020-05-05 11:07:57.624983,67,2017-07-01
122980,7,ISVE,CTISLAAG,CT ISLA VERDE - AGGREKO,Motor Diesel,DI,0.8125714285714286,2020-05-05 11:07:57.624983,67,2017-07-01
122981,7,ITAT,CTITATTG,CT ITATI - TURBODISEL,Motor Diesel,DI,1.0,2020-05-05 11:07:57.624983,67,2017-07-01
122982,7,JUAR,CTJUARSG,CT ING JUAREZ - SECCO,Motor Diesel,DI,1.0,2020-05-05 11:07:57.624983,67,2017-07-01
122983,7,JUNI,CTJUNISG,CT JUNIN,Motor Diesel,DI,0.7707589285714287,2020-05-05 11:07:57.624983,67,2017-07-01
122984,7,LBAN,GELABANG,GENERACION LA BANDA S.A.,Turbina a gas,TG,0.9957692307692309,2020-05-05 11:07:57.624983,67,2017-07-01
122985,7,LBLA,CTLBLASG,CT LAGUNA BLANCA - SECCO,Motor Diesel,DI,1.0,2020-05-05 11:07:57.624983,67,2017-07-01
122986,7,LDCU,CTMENPLG,C. TERMICAS MENDOZA PLUS,Ciclos Combinados,CC,0.9632637075718016,2020-05-05 11:07:57.624983,67,2017-07-01
122987,7,LDCU,CTMENZAC,C T MENDOZA COGENERADOR,Turbina a gas,TG,0.9564912280701754,2020-05-05 11:07:57.624983,67,2017-07-01
122988,7,LDCU,CTMENZAG,C. TERMICAS MENDOZA SA,Ciclos Combinados,CC,0.5,2020-05-05 11:07:57.624983,67,2017-07-01
122989,7,LDCU,CTMENZAG,C. TERMICAS MENDOZA SA,Turbovapor,TV,0.94115,2020-05-05 11:07:57.624983,67,2017-07-01
122990,7,LDLA,PAMPAENG,C.T. LOMA DE LA LATA S.A.,Ciclos Combinados,CC,0.9578657407407406,2020-05-05 11:07:57.624983,67,2017-07-01
122991,7,LDLA,PAMPAENG,C.T. LOMA DE LA LATA S.A.,Turbina a gas,TG,1.0,2020-05-05 11:07:57.624983,67,2017-07-01
122992,7,LDLA,CTLLATAG,CT LOMA DE LA LATA II(NEUQEUN),Turbina a gas,TG,0.0,2020-05-05 11:07:57.624983,67,2017-07-01
122993,7,LEVA,EPECORDG,EPEC GENERACION,Motor Diesel,DI,0.0,2020-05-05 11:07:57.624983,67,2017-07-01
122994,7,LEVA,EPECORDG,EPEC GENERACION,Turbina a gas,TG,0.5784028776978417,2020-05-05 11:07:57.624983,67,2017-07-01
122995,7,LIBE,CTLIBESG,CT LIBERTADOR GSM - SULLAIR,Motor Diesel,DI,0.99521625163827,2020-05-05 11:07:57.624983,67,2017-07-01
122996,7,LINC,CTLINCSG,CT LINCOLN,Motor Diesel,DI,0.932,2020-05-05 11:07:57.624983,67,2017-07-01
122997,7,LOBO,CTLOBOSG,CT LOBOS BS.AS - SULLAIR,Motor Diesel,DI,1.0,2020-05-05 11:07:57.624983,67,2017-07-01
122998,7,LPAL,CTLPALTG,CT LAS PALMAS -TURBODISEL,Motor Diesel,DI,0.9729166666666668,2020-05-05 11:07:57.624983,67,2017-07-01
122999,7,LPLA,CTLAPLSG,CT LA PLATA - SULLAIR,Motor Diesel,DI,1.0,2020-05-05 11:07:57.624983,67,2017-07-01
123000,7,LRID,CTLARISG,CT LA RIOJA - SECCO,Motor Diesel,DI,0.92328125,2020-05-05 11:07:57.624983,67,2017-07-01
123001,7,LRIO,GRIOJANG,GENERACION RIOJANA SA,Motor Diesel,DI,0.0,2020-05-05 11:07:57.624983,67,2017-07-01
123002,7,LRIO,GRIOJANG,GENERACION RIOJANA SA,Turbina a gas,TG,0.9953704794439864,2020-05-05 11:07:57.624983,67,2017-07-01
123003,7,LRIS,CTLARSSG,CT LA RIOJA SUR- SECCO,Motor Diesel,DI,0.9904,2020-05-05 11:07:57.624983,67,2017-07-01
123004,7,LROB,EDELARFG,EDELAR GENERACION,Motor Diesel,DI,0.0,2020-05-05 11:07:57.624983,67,2017-07-01
123005,7,LVAR,EPECORDG,EPEC GENERACION,Motor Diesel,DI,0.0,2020-05-05 11:07:57.624983,67,2017-07-01
123006,7,MAGD,CTMAGAPG,CT MAGDALENA - APR ENERGY,Motor Diesel,DI,0.9996,2020-05-05 11:07:57.624983,67,2017-07-01
123007,7,MATHEU,CTMATHEG,CT MATHEU - EMGASUD,Turbina a gas,TG,1.0,2020-05-05 11:07:57.624983,67,2017-07-01
123008,7,MDAJ,CATLANTG,C.COSTA ATLANTICA,Turbina a gas,TG,0.3994999999999999,2020-05-05 11:07:57.624983,67,2017-07-01
123009,7,MDPA,CATLANTG,C.COSTA ATLANTICA,Turbina a gas,TG,0.7151720714758438,2020-05-05 11:07:57.624983,67,2017-07-01
123010,7,MDPA,CATLANTG,C.COSTA ATLANTICA,Turbovapor,TV,0.7037321428571428,2020-05-05 11:07:57.624983,67,2017-07-01
123011,7,MIR1,CTMIRMEG,CT MIRAMAR I - ENERGYST,Motor Diesel,DI,0.982,2020-05-05 11:07:57.624983,67,2017-07-01
123012,7,MJUA,EPECORDG,EPEC GENERACION,Motor Diesel,DI,0.5178571428571429,2020-05-05 11:07:57.624983,67,2017-07-01
123013,7,MMAR,GMEDIPLG,GEN.MEDITERRANEA (CONT.PLUS),Turbina a gas,TG,0.920675,2020-05-05 11:07:57.624983,67,2017-07-01
123014,7,MMAR,GMEDIT5G,GEN.MEDITERRANEA GRUPO 5,Turbina a gas,TG,0.9264166666666668,2020-05-05 11:07:57.624983,67,2017-07-01
123015,7,MMAR,GMEDITEG,GENERACION MEDITERRANEA,Ciclos Combinados,CC,0.992058823529412,2020-05-05 11:07:57.624983,67,2017-07-01
123016,7,MMAR,GMEDIT2G,GENERACION MEDITERRANEA 220,Turbina a gas,TG,0.94692,2020-05-05 11:07:57.624983,67,2017-07-01
123017,7,NECO,CATLANTG,C.COSTA ATLANTICA,Turbovapor,TV,0.7545686274509803,2020-05-05 11:07:57.624983,67,2017-07-01
123018,7,NPUE,CPUERTOG,CENTRAL PUERTO SA,Ciclos Combinados,CC,0.9646967320261436,2020-05-05 11:07:57.624983,67,2017-07-01
123019,7,NPUE,CPUERTOG,CENTRAL PUERTO SA,Turbovapor,TV,0.8822948717948719,2020-05-05 11:07:57.624983,67,2017-07-01
123020,7,OBER,EMISSANG,EMSA GENERACION,Turbina a gas,TG,1.0,2020-05-05 11:07:57.624983,67,2017-07-01
123021,7,OLAD,CTOLAVAG,CT OLAVARRIA - EMGASUD,Turbina a gas,TG,1.0,2020-05-05 11:07:57.624983,67,2017-07-01
123022,7,OLPA,EDELARFG,EDELAR GENERACION,Motor Diesel,DI,0.5698863636363636,2020-05-05 11:07:57.624983,67,2017-07-01
123023,7,ORAD,CTORANSG,CT ORAN - SECCO,Motor Diesel,DI,0.9993333333333332,2020-05-05 11:07:57.624983,67,2017-07-01
123024,7,PARA,CTPARANG,CT PARANA - EMGASUD,Turbina a gas,TG,0.99805,2020-05-05 11:07:57.624983,67,2017-07-01
123025,7,PATA,ESURESUG,ENERGIA DEL SUR S.A.,Ciclos Combinados,CC,0.9408153477218224,2020-05-05 11:07:57.624983,67,2017-07-01
123026,7,PEHU,CTPEHUSG,CT PEHUAJO - SOENERGY,Motor Diesel,DI,0.8788839285714287,2020-05-05 11:07:57.624983,67,2017-07-01
123027,7,PICA,CTPINDSG,CT PARQUE INDUSTR.CATAM-SECCO,Motor Diesel,DI,0.9994666666666668,2020-05-05 11:07:57.624983,67,2017-07-01
123028,7,PILA,CTPILARG,CT PILAR - EPEC,Ciclos Combinados,CC,0.957425412059253,2020-05-05 11:07:57.624983,67,2017-07-01
123029,7,PILA,EPECORDG,EPEC GENERACION,Turbovapor,TV,0.47025,2020-05-05 11:07:57.624983,67,2017-07-01
123030,7,PINA,CTPINAMG,CT PINAMAR - EMGASUD,Turbina a gas,TG,0.9574285714285716,2020-05-05 11:07:57.624983,67,2017-07-01
123031,7,PIQI,CTPIQUIG,CENTRAL TERMICA PIQUIRENDA,Motor Diesel,DI,0.9657565789473684,2020-05-05 11:07:57.624983,67,2017-07-01
123032,7,PIRA,CTPIRASG,CT PIRANE - SULLAIR,Motor Diesel,DI,1.0,2020-05-05 11:07:57.624983,67,2017-07-01
123033,7,PMAD,CTPATAGG,C.T. PATAGONICAS SA,Turbina a gas,TG,0.0,2020-05-05 11:07:57.624983,67,2017-07-01
123034,7,PNUE,CPUERTOG,CENTRAL PUERTO SA,Turbovapor,TV,0.9322275042444822,2020-05-05 11:07:57.624983,67,2017-07-01
123035,7,PPAT,CTPATRTG,CT PASO LA PATRIA-TURBODISEL,Motor Diesel,DI,0.8333333333333333,2020-05-05 11:07:57.624983,67,2017-07-01
123036,7,PPNO,GENELTUG,GENERADORA ELEC.TUCUMAN SA,Turbina a gas,TG,0.9970689655172412,2020-05-05 11:07:57.624983,67,2017-07-01
123037,7,PTR1,CTPATAGG,C.T. PATAGONICAS SA,Turbina a gas,TG,0.1850444444444444,2020-05-05 11:07:57.624983,67,2017-07-01
123038,7,PZUE,EDELARFG,EDELAR GENERACION,Motor Diesel,DI,0.39140625,2020-05-05 11:07:57.624983,67,2017-07-01
123039,7,RAFA,CTRAFASG,CT RAFAELA - SECCO,Motor Diesel,DI,0.9933854166666668,2020-05-05 11:07:57.624983,67,2017-07-01
123040,7,RCHI,CTRIOCHG,CT RIO CHICO - SPSE,Turbina a gas,TG,0.0,2020-05-05 11:07:57.624983,67,2017-07-01
123041,7,RCUA,EPECORDG,EPEC GENERACION,Turbina a gas,TG,0.373125,2020-05-05 11:07:57.624983,67,2017-07-01
123042,7,REAL,CTREALSG,CT REALICO - SECCO,Motor Diesel,DI,0.9940833333333332,2020-05-05 11:07:57.624983,67,2017-07-01
123043,7,RESC,CTREMEAG,C.T.REMED.DE ESCALADA -AGGREKO,Motor Diesel,DI,0.99656,2020-05-05 11:07:57.624983,67,2017-07-01
123044,7,RSAU,CTMEDANG,C.MEDANITOS-RINCON SAUCES,Motor Diesel,DI,0.35996875,2020-05-05 11:07:57.624983,67,2017-07-01
123045,7,RTER,GENCORDG,GENERADORA CORDOBA S.A.,Turbina a gas,TG,1.0,2020-05-05 11:07:57.624983,67,2017-07-01
123046,7,SARC,HTSANJUG,HIDROTERMICA SAN JUAN,Turbina a gas,TG,1.0,2020-05-05 11:07:57.624983,67,2017-07-01
123047,7,SFR2,EPECORDG,EPEC GENERACION,Motor Diesel,DI,0.0,2020-05-05 11:07:57.624983,67,2017-07-01
123048,7,SFRA,EPECORDG,EPEC GENERACION,Turbina a gas,TG,0.842051282051282,2020-05-05 11:07:57.624983,67,2017-07-01
123049,7,SLTO,CTSATOSG,CT SALTO - SOENERGY,Motor Diesel,DI,0.8717777777777778,2020-05-05 11:07:57.624983,67,2017-07-01
123050,7,SMTU,YPFENERG,YPF ENERGÍA ELECTR.ex PLUSPETG,Ciclos Combinados,CC,0.8812801047120419,2020-05-05 11:07:57.624983,67,2017-07-01
123051,7,SNIC,CTSNICOG,C.TERMICA SAN NICOLAS,Turbina a gas,TG,0.0,2020-05-05 11:07:57.624983,67,2017-07-01
123052,7,SNIC,CTSNICOG,C.TERMICA SAN NICOLAS,Turbovapor,TV,0.8079874337325742,2020-05-05 11:07:57.624983,67,2017-07-01
